drug_name	ID
MLS001065861	24747193
MLS001065863	24747215
2-Bromo-n-[3-(pentanoylamino)phenyl]benzamide	2186104
Haloprogin	3561
Eprosartan	5281037
Practolol	4883
MLS002264408	25109908
MLS002264409	25109909
FH 535	3463933
MLS002264403	25109904
Triazine Scaffold, 50	23648036
MLS002264405	25109911
MLS002264406	25109910
SMR000060796	2327953
PF-562271	11713159
VU0418000-1	46172903
MLS003129588	44506095
CHEMBL3185684	54618828
Buflomedil	2467
CHEMBL2132507	54658802
Iodixanol	3724
Daminozide	15331
BRD-K93433262-001-01-7	73707426
Linoleamide	6435901
SCH-58261	176408
CHEMBL1515144	44968186
MLS003130051	46903414
SPECTRUM_001048	5317221
SCHEMBL13832486	49852782
Zafirlukast	5717
PF-4136309	11192346
Dasb	10446567
Rabeprazole	5029
Cholic acid	221493
Ethosuximide	3291
Epicatechin Gallate	107905
Cobalt (Ii) Chloride	24288
Alosetron	2099
ST50850895	2956635
BMS-387032	3025986
Sulfaguanidine	5324
BRD-K35376105-019-01-2	60184852
Zibotentan	9910224
CHEMBL3187421	54667822
L-745870	5311200
VE-821	51000408
CHEMBL2355600	44617931
Hexamethylenebisacetamide	3616
Dehydroepiandrosterone (DHEA)	5881
Valproic acid	3121
DICUMAROL	54676038
CID755673	755673
BML 210	9543540
AZD-1480	16659841
BIX-01338	56676725
Cinaciguat	9808022
Captopril	44093
CHEMBL3183425	54649981
TIE2 Kinase Inhibitor	23625762
NCGC00170203-01	24868580
MW-STK33-97	136015351
Alloxazine	5372720
Methylhydantoin-5-(L)	6419931
8-Bromo-cgmp	135419186
Sotalol	5253
SPOX1_002925	6731789
SCHEMBL11413072	20348787
Cycloheximide	6197
MK 886	3651377
138402-11-6	3749
BRD-K58746048-001-01-6	73707509
SUGA1_008424	23919109
chlormadinone-acetate	9324
MLS000709026	5738263
NSC95397	262093
MG-132	462382
RO4929097	49867930
17952-87-3	87372
CHEMBL1521288	5703330
ST081814	1049140
SMR001317718	44142119
SMR001317716	2547325
SMR001317717	44142118
Amphotericin-B	5280965
SCHEMBL16980379	54657691
7-Bromo-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline	928277
Exherin (trifluoroacetate)	24203776
CHEMBL2311700	45489447
MLS000766411	16195819
Biperiden	2381
Tetradecylthioacetic acid	114924
BRD-K03522229-001-01-8	60184914
CHEMBL2360118	54649324
Mephenesin	4059
MLS003129303	44506038
2,2-Dichloro-n-[(1R,2S)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	146033
TAK-242	11703255
CHEMBL2135524	44507216
MW-RAS9	49766538
Zamifenacin	3086618
SB525334	9967941
Cyclizine	6726
CHEMBL1773273	44241483
MLS000033898	655490
BRD-K16329066-019-01-1	60185130
CHEMBL2358519	54625162
CHEMBL3182469	145948422
Methenamine	4101
Ethamivan	9363
AZD-1152-HQPA	16007391
MLS000718932	3164059
SCHEMBL17497626	70680408
Pirenperone	4847
RS 67506	133075
Pirenzepine	4848
BRD-K27530838-019-01-8	60184855
Diloxanide Furoate	19529
L-694247	132059
BRD-K34722304-001-01-5	73707574
CHEMBL2355299	54631804
KUC103904N	44601476
CHEMBL3182073	54618625
Manumycin-A	6438330
CHEMBL2355295	54615639
Cordycepin	6303
CHEMBL2138292	44484239
SMR000024485	3245059
CHEMBL2361962	54631927
RS-23597-190	182593
Minoxidil	4201
Tiapride	5467
VGX-1027	10798271
BRD-A47268303-001-01-7	73707546
CHEMBL2356120	54616981
Bosentan	104865
ABC 294640	15604015
JSH-23	16760588
1-[4-[3-(4-Fluorophenoxy)phenyl]but-3-en-2-yl]-1-hydroxyurea	2491
F1566-0341	5056826
Tropisetron HCl	656664
TAN-67	9950038
CHEMBL2130605	54633693
PF431396	11598628
Indolophenanthridine	58144
PNU-99194A	119195
Ercalcitriol	9547243
CHEMBL3188244	54654354
SCHEMBL6668531	132475
MLS001333211	16218996
CHEMBL3188539	54615937
TEMAZEPAM	5391
4-(2-Aminoethyl)benzene-1,3-diol	150962
3-Aminobenzamide	1645
SPECTRUM_000090	5702015
QL47	71748056
CHEMBL1593913	44623881
Spectinomycin	15541
NCGC00010694	3233276
AO-343/41780842	989617
1,2,3,4-Tetrahydroisoquinoline	7046
Secnidazole	71815
CHEMBL2358078	54637840
Triflupromazine	5568
Levothyroxine	5819
Etofenamate	35375
CHEMBL2354402	44489228
VT-464	78357816
ST013886	450
CHEMBL307984	15050929
Iodipamide	3739
Plerixafor	65015
BIO2_000029	6610300
2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one	3237298
Esculin	5281417
CHEMBL2358216	44484785
CHEMBL1413238	3656150
Nafamostat Mesylate	5311180
MLS-0315771.0002	1510389
Cilnidipine	5282138
N-[5-(1,3-Benzoxazol-2-yl)-2-methylphenyl]-2-phenoxyacetamide	1366986
Carbachol Chloride	5831
SMR000043634	662944
MLS001116157	16014341
MLS-0454334.0002	2159213
noscapine	275196
PIMAGEDINE HYDROCHLORIDE	2734687
CHEMBL3182585	44494424
Benproperine	2326
SPECTRUM_001873	5702085
KX2-391	23635314
NBI 27914	176157
Ifosfamide	3690
SCHEMBL2559243	46907669
PAC-1	135421197
N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide	16757524
Semaxanib	5329098
PLX-4720	24180719
Ribostamycin	33042
AB00540133	16749996
AB00540134	16749997
PSI-6130	6481236
MLS001065848	24747154
Quetiapine	5002
Deptropine	203911
MLS001065843	17757275
QL-X-138	73707530
MLS001065846	24747191
MLS001065847	24747155
BRD-K47071092	134830143
Marmesin	334704
Arg-Gly-Asp-Ser	107775
MLS002264427	44142125
LY2334737	11646777
MLS002264423	44142123
MLS002264420	44142121
Triazine Scaffold, 32	23648022
Triazine Scaffold, 33	23648023
Triazine Scaffold, 30	2055451
Triazine Scaffold, 31	23648021
Triazine Scaffold, 36	23648026
Triazine Scaffold, 37	17757274
Triazine Scaffold, 34	23648024
MLS002264429	25243728
CHEMBL2362010	54646688
Hydroxychloroquine	3652
VU0418939-2	46742345
SC 19220	4336830
Hymecromone	5280567
CHEMBL2360376	54631437
BRD-K10916986-001-01-6	73707409
CHEMBL1271116	44460128
Dyphylline	3182
PRESTWICK3_000689	23760135
PRESTWICK3_000685	23789069
PRESTWICK3_000684	23930397
Gallopamil	1234
CHEMBL149	9953592
AB01274770-01	46931007
Racecadotril	107751
CHEMBL2360112	44617816
MLS003129305	44505133
MLS003129306	44619742
MLS003129300	44505045
MLS003129301	44505038
Phenylacetohydroxamic acid	220184
Balicatib	10201696
Quinapril	54892
PF-03758309	25227462
2-(4-Chlorophenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile	2803185
CHEMBL2355627	56835405
SULF1-A_000010	23920343
NSC643180	5712112
Iniparib	9796068
Phenylbutazone	4781
SMR000120314	1086218
BRD-A10606614-003-01-1	73707484
Mianserin	4184
Probenecid	4911
Deracoxib	3058754
Edrophonium	3202
VRT752271	11719003
CHEMBL130595	2820091
VU0165202-4	2157612
Econazole	3198
APD668	11705608
Primidone	4909
Methyldopa	38853
Oxetane	10423
MLS002607806	25109888
MLS002607805	25109893
MLS002607804	25109896
MLS000877024	11095
BRD-K31374463-004-01-9	28280238
Lanatoside C	656630
CHEMBL1965318	44485781
Idebenone	3686
CHEMBL398733	25044703
Dihydrodeoxygedunin	6708636
Cefotiam	43708
Sirolimus	5284616
SB415286	4210951
CC-401	10430360
SUGA2_000002	23834916
CHEMBL3188763	46916324
Amdinocillin	36273
Estradiol Cypionate	9403
Anacardic acid	167551
AO-476/43380301	2816422
CHEMBL2361250	54638524
SB 205384	197690
MLS002264491	25243778
ZINC2555404	51387307
Cloperastine	2805
Dalcetrapib	6918540
MLS003329221	46907621
MLS003329220	46907631
BRD-K31067719-001-01-7	54631919
MLS003329222	46907618
CHEMBL288096	6603798
MLS000583951	4381125
TAS-301	9885087
Cpnq	3953303
MLS000583957	3689416
Ala-Ala-Phe-Cmk	6610326
SUGA1_007824	23891538
Cytarabine	6253
Levomepromazine	72287
Trilostane	656583
ARN-509	24872560
CAY-10415	10429242
MLS002460474	44143153
Cyclacillin	19003
MLS001060771	616433
MLS001060776	24747160
L-Leucine, L-Histidyl-L-Isoleucyl-L-Arginyl-	18496254
MLS001060779	24747232
MLS001060778	24747161
Buspirone	2477
Phenylmethylsulfonylfluoride	4784
CHEMBL2359486	54649884
ST019366	4423427
ST019365	670967
RU 58841	132981
(+)-Tetrabenazine	667453
LX-1031	23633604
STO609	3467590
F1061-0166	3646984
3,4,5-Trimethoxybenzoic acid	8357
SPOX1_000651	6729590
13(S)-HODE	6443013
CHEMBL2132717	44507247
CHEMBL2361187	145948353
N-(3,3-Diphenylpropyl)glycinamide	6603827
Paradol	94378
Tcpobop	5382
CHEMDIV3_009089	135522119
CHEMBL2143694	44483523
Camostat Mesilate	5284360
Streptozosin	29327
CHEMBL416418	6610216
MLS003129464	44484528
PF-04217903	17754438
SCHEMBL17497315	70680400
MLS003129469	44505056
5-Nonyloxytryptamine	1797
Seliciclib	160355
SCHEMBL16980366	54645916
Morphothebaine	5351542
BRD-K57200229-001-01-6	44497312
BRD-A24396574-001-01-5	73707365
CL-82198	2777
Zardaverine	5723
3,7-Bis(dimethylamino)phenothiazin-5-ium	4139
Anamorelin	9828911
Hexamethoxyflavone	72344
VX-702	10341154
NCGC00170564-01	24868692
Diethylpropion	7029
STK369842	3682562
KU0060648	11964036
VU0415374-1	46869940
CHEMBL2360586	44618011
3-(2-Aminoethyl)benzene-1,2-diol	12707042
CHEMBL2180814	44825297
Anastrozole	2187
CHEMBL3183232	56835303
Fenoterol	3343
Securinine	442872
Afuresertib	46843057
CHEMBL1270506	44460137
CHEMBL1270505	44460127
CHEMBL1270504	44460126
CHEMBL2362456	54654233
Dibenzepin	9419
dactinomycin	457193
Flumatinib (mesylate)	46910592
ML100	3380841
CHEMBL3183095	145948421
MW-A1-14	46926575
Cilastatin	6435415
Capsaicin	1548943
CHEMBL1520057	44142073
UNII-CVL1685GPH	16123056
Talampicillin	71447
PS-1145	9949093
Melperone	15387
CHEMBL2358056	54649910
CHEMBL2358058	54638868
NO-ASA	119032
MLS003178539	46912194
MLS003178538	25243750
MLS003178534	25243713
MLS003178537	46912193
MLS003178531	25210493
Zolmitriptan	60857
CHEMBL1869437	44483723
DR 2313	135522417
DOCETAXEL	148124
R,S-equol	382975
N-{3-[(4-methoxyphenyl)amino]-1,4-dioxo-1,4-dihydronaphthalen-2-yl}acetamide	4919237
Balaglitazone	9889200
Coluracetam	214346
Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-	5711
SCHEMBL2554399	46907753
SPOX1_000139	6729078
OM137	135412158
CHEMDIV3_007230	6621011
Methylbenzethonium	4135
Trazodone	5533
PRESTWICK3_000989	23874513
MLS001116134	23612567
Xanthoxylin	66654
SUGA1_010400	23835417
SCH-79797	4259181
Isomazole	55690
BRD-K46503544-001-01-5	73707413
Saracatinib	10302451
CHEMBL2359019	54654296
BRD-K21709199-001-01-5	44485756
7,4'-Dihydroxyflavone	5282073
Luzindole	122162
Lithocholic-acid	9903
MLS000862518	1261822
MLS000862515	1261290
Neostigmine	4456
ST51009565	2300608
MLS001065825	24747175
MLS001065828	24747177
Nocodazole	4122
WH-4-023	11844351
Dexbrompheniramine	16960
methiazole	6604471
Valpropylhydroxamic acid	88129
sulmazole	5353
MLS-0437153.0001	23612548
Venlafaxine	5656
F2571-0664	18574628
Bruceantin	5281304
Retinol	445354
MLS003129090	46904257
MLS003129093	46904260
CHEMBL2134949	44507063
MLS-0425616.0001	44229066
SMR000206948	12004950
Inamrinone	3698
Pregnenolone Carbonitrile	15032
Triazine Scaffold, 19	23648012
CHEMBL2143203	54614262
2-(4,5-Dihydro-1H-imidazol-2-yl)quinoline	2457
SMR000623171	6622243
22862-76-6	253602
CHEMBL2142401	44506406
MLS003129321	44505498
MLS003129326	44504988
BSPBIO_002280	16667717
Amantadine	2130
Cortisone	222786
Blebbistatin	3476986
BRD-K42001678	134830133
AGK 2	2130404
CHEMBL2355314	54645947
CHEMBL2355647	54617784
GSK-461364	15983966
RG7090	11438771
SCHEMBL16226068	73707383
CHEMBL1728581	44826047
CHEMBL2131708	49852959
CHEMBL2357640	54614404
EMD-1214063	25171648
Pirlindole	68802
Neurodazine	16112820
Pinocembrin	68071
Butein	5281222
TCMDC-125843	5913
SCHEMBL2557982	46907659
CHEMBL1269897	44142082
Sulfabenzamide	5319
7-Hydroxychlorpromazine	16414
CHEMBL1472453	44623882
MEGXP0_000778	23900084
MLS003650109	53382758
GDC-0152	46940575
Empagliflozin (BI 10773)	11949646
Arachidonamide	5283393
CHEMBL2356844	60188647
AG-205/37268006	4423767
Flunisolide	82153
BRN 1549781	3044812
Dicloxacillin	18381
Procaine	4914
Timolol	33624
Sunitinib	5329102
Cholrphenethazine	62861
IKK Inhibitor VII	9549298
MLS001030493	20969756
Carisoprodol	2576
SPECTRUM5_002023	23902994
CHEMBL566701	44142058
Acetazolamide	1986
CHEMBL2362248	44537767
BRD-K98466889	134830210
TCMDC-125221	3116236
Benoxinate	4633
Salermide	135659046
MLS002607684	53338807
MLS002607680	44634510
MLS002607683	53338806
Levodopa	6047
MK-5108	24748204
Dexamethasone 21-acetate	236702
SCHEMBL2573365	46907714
JNJ 10191584	10446295
SB-218078	3387354
Lomefloxacin	3948
Rotenone	6758
MLS000089581	3237904
332874-04-1	743143
CHEMBL2361745	54638235
CHEMBL2361743	54615107
Desoximetasone	5311067
CHEMBL2361748	54654300
Aminogenistein	125519
ITSA-1	771910
GANT58	253078
Piplartine	637858
SB-222200	6604009
SR-02000000354	46172920
Elacridar	119373
2-Deoxyglucose	108223
Propafenone	4932
KUC103443N	13927312
CHEMBL2355121	44497487
AGI-5198	56645356
Nicotine	89594
CHEMBL3184708	56835583
Diphenidol	3055
MLS003129666	44498546
MLS003129663	44492573
Acipimox	5310993
Indole-3-carbinol	3712
CHEMBL2142739	54630794
NCGC00172361-01	24869058
2-Bromo-n-(2-phenylethyl)acetamide	9881279
5-Benzyl-5H-[1,2,4]triazino[5,6-b]indole-3-thiol	695347
Rita	374536
ZINC27645180	35026803
Tazarotene	5381
MLS001065854	24747275
CHEMBL1478888	650573
Papp	121930
Cortisone Acetate	5745
RESORCINOL	5054
CHEMBL2355783	54639063
CHEMBL2143415	44500706
SCHEMBL6468298	44495615
ST012030	632854
Carbaril	6129
Vapiprost	6918030
Salmeterol	5152
Latrepirdine	197033
Fccp	3330
MLS000860958	2824173
BAS 05532738	1080352
MLS-0435526.0001	2090194
GP 2A	16094766
CHEMBL1868011	44488016
CHEMBL2132868	54618580
23981-80-8	1302
Farnesylcysteine Methyl Ester	6439225
Oxybenzone	4632
INOSITOL	892
CHEMBL2356786	54638546
KN93	5312122
Taselisib	51001932
Zosuquidar	3036703
ABT-751	3035714
2-Chloro-7-methoxy-10H-phenothiazine	350929
CHEMBL2360650	44497912
4L7B	56840728
Fingolimod (FTY720) HCl	107969
Fisetinidol	442397
SKF-83822	10020353
Tofacitinib (CP-690550) Citrate	10174505
Chloroguanide	6178111
SPECTRUM_000011	6708465
CHEMBL3260979	20355585
CHEMBL2141840	44506777
VX-765	11398092
BRD-K39529907-019-01-2	60185169
CHEMBL1407957	46916207
AV-412 (free base)	9806229
N-(4-(4-Hydroxypiperidin-1-yl)but-2-ynyl)-n-methylacetamide	567598
PRX-08066 Maleic acid	51348293
2-(4,5-Dihydro-1H-imidazol-2-yl)quinoxaline	4520732
MLS002264438	17757094
ZINC3830838	11865433
SCHEMBL17457487	73707539
4-((4-Chlorophenyl)amino)-1-methyl-3-nitroquinolin-2(1H)-one	3125011
CHEMBL2357432	44496446
Perindopril	107807
CHEMBL2357436	54631801
Indinavir	5362440
AO-081/15245014	6000533
Ichthynone	3428129
Rottlerin	5281847
PF-3084014	46224413
7,8-Dioxo-n,n-didesmethylchlorpromazine	125595
GNF-PF-4997	5702068
NCGC00012961	3235537
Donitriptan hydrochloride	197705
ST-91	20864
MLS000106835	784670
T 98475	9874838
Ellagic acid	5281855
CHEMBL2358037	54630617
Scriptaid	5186
Chenodiol	10133
(+/-)-Kavain	5369129
EO 1428	9801969
BRD-K45253154-001-01-9	44618204
Ricinine	10666
Sufentanil	41693
Rosuvastatin	446157
CHEMBL2357920	54637924
Anetholtrithion	2194
Arylmorpholine analog 37	16760391
Xaliproden	128919
Suvorexant (MK-4305)	24965990
CHEMBL2358781	44497341
CHEMBL2358962	54645832
Dexchlorpheniramine	33036
MLS000718723	800048
MLS002548990	44224143
Tubaic acid	3919910
MLS002548992	44224144
Paroxetine	43815
Taurocholate	6675
CHEMDIV2_001418	4207918
MLS001163538	1328217
SR-03000001968	44807133
SAN1_014122	23778539
SCHEMBL10583556	9880620
Hydroxycamptothecin	97226
2-Amino-tetralin	34677
MLS000562366	3136845
JW 55	2946601
Sulfacetamide	5320
CHEMBL1555138	44968206
LY2090314	10029385
Hydrochlorothiazide	3639
Halometasone	9846332
CHEMBL1408258	2331284
BDBM50377913	51348735
BRD-K54051742	134830148
24(S),25-epoxycholesterol	3247059
Chlormezanone	2717
BRD-K39092862-001-01-2	54651432
Piperidolate	4839
LY83583	3976
MLS003129344	44506046
MLS003129346	44505479
MLS003129347	44485068
CYM50174	44620882
Seocalcitol	5288149
FPA1_000311	23975571
CHEMBL3182395	135659062
FPA1_000317	23748550
SCHEMBL14985222	46947845
CHEMBL1616521	16741282
MLS003649994	53382657
Goserelin	5311128
DH 97	3467177
MLS000626949	896331
SMR000043984	663281
Epinephrine HCl	441411
CHEMBL2361829	54637824
SMR000127896	9550235
Fraxidin Methyl Ether	3083928
MLS002276465	3234184
Nifedipine	4485
MLS000107177	871154
MLS000863584	16745401
MLS002276469	3426979
Viloxazine	5666
MLS002264394	44142114
MLS002264395	12135546
MLS002264397	25109912
CHEMBL153158	9805390
MLS002264391	44142113
Pirfenidone	40632
IWP 2	2155128
MLS001007458	2100018
SAN1_004207	23748755
C21H29NO	5311030
BRD-K31449336	134830124
SCHEMBL570779	52914932
N6-Cyclopentyladenosine	657378
CGP-53353	6711154
Oleoylethanolamide	5283454
ACECAINIDE HYDROCHLORIDE	71417
BRD-K84586204	134830187
2-Propen-1-amine, 3-(4-bromophenyl)-n,n-dimethyl-3-(3-pyridinyl)-	5365247
Aclidinium Bromide	11519741
Pipamperone	4830
MLS002473642	44141936
SCHEMBL11184005	20507134
AMG-208	24864821
Desoxycorticosterone	6166
Flecainide	3356
CHEMBL2362220	54615111
E-3810	25031915
Azacitidine	9444
Ibandronic acid	60852
Deoxy Cholate	2733768
DHPC1_000782	6669976
LY-294002	3973
AC1MCK4S	2745687
Tiotidine	50287
CHEMBL1290246	980157
CHEMBL2140305	54657802
CHEMBL2144686	54651260
CHEMBL2137726	49852967
CHEMBL2137729	44506826
CHEMBL1979419	44487559
Rhamnetin	5281691
MLS002264514	44142164
Mozavaptan	119369
Dofetilide	71329
Pelitinib	6445562
ALD1-H_001009	23807495
N-Benzyl-2-chloroquinazolin-4-amine	1604254
Dehydroepiandrosterone Acetate	14709
CHEMBL2358575	54616535
MLS003128682	44503616
Benzofuran	9223
Omacetaxine Mepesuccinate	285033
CHEMBL3182405	40911229
CEFOTETAN	53025
Betamethasone Acetate	443967
Flurofamide	51173
WAY-170523	9830392
SAQUINAVIR MESYLATE	60934
Lenalidomide	216326
N-Beta-alanyldopamine	162755
BRD-K18449990	134830108
CHEMBL2359191	54618157
Sepantronium	10126189
Syringic acid	10742
Diphemanil	6127
2-(6-Methyl-1H-indol-3-yl)ethanamine	190006
Parecoxib	119828
MLS000703473	4432160
Ribavirin	37542
7,2'-Dihydroxyflavone	5391149
Protopine	4970
2-Fluoroadenosine	8975
MLS002699336	20854208
MLS002699334	9550286
FK 866	6914657
MLS003129426	44486349
sirolimus	5284616
ST012015	720272
LY2228820	11570805
MLS001030720	4174238
ST51005413	727137
Retapamulin	6918462
Perospirone	115368
Remoxipride	54477
Dioxane	31275
IB-MECA	123683
CHEMBL1270811	44460136
11K-629S	1471787
Antipyrine	2206
Lamivudine	60825
2-Naphthalenesulfonamide, n-(4-aminobutyl)-	4298
PROTIRELIN	638678
Prednisolone Hemisuccinate	656804
STK177291	2958
MLS-0390843.0001	1409759
STK177293	4731
CHEMBL1939094	22548477
AN-465/40934524	1797892
Meractinomycin	457193
SCHEMBL17783941	60185262
GW9508	11595431
ML141	2950007
CHEMBL2133926	44506906
SCHEMBL14823984	44623884
RO4987655	11548630
VX-745	3038525
CHEMBL2355500	54650193
CHEMBL1705549	46916170
L701324	54682505
BMS-536924	135440466
CHEMBL2381524	71681069
Emodin	3220
4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide	1327854
NNC 05-2090	9888030
Triamcinolone Diacetate	6216
ST076228	6484054
Tyrphostin AG 538	5328760
MLS001207806	135547290
AZD5363	25227436
ORG-41841	9887381
Tipiracil (hydrochloride)	9903778
L(-)Sorbose	1101
SNS-314	24995524
Apomorphine	6005
Thiorphan	3132
MW-STK33-100	135401109
MLS000108814	2876959
ENT-Benazepril	51698396
D-Erythro-MAPP	124735
19-Norethindrone acetate	5832
UNII-Q85IYK36S4	6918409
SMR000064811	2571615
6-(2-Fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one	654376
MLS002474466	44202691
Dihydrorobustic acid	54686939
CHEMBL565810	5998084
2-(2-Aminoethyl)pyridine	75919
RS-127445	196968
MLS004342499	54651434
Tetraidofluorescein	27873
Nesbuvir	11561383
Ascorbic-acid	54670067
Apigenin Triacetate	18721
Calpain Inhibitor I	443118
Bromhexine	2442
Tfmpp	4296
CHEMBL2359502	44618522
Flavanone	10251
Etanidazole	3276
6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid	4272
SPECTRUM_000903	6602442
Clozapine	135398737
SCHEMBL12410954	11852606
STK468807	8194745
BRD-K80786583-001-01-5	44616501
SPBIO_000926	6710741
81-78-7	66490
3-N-Propylxanthine	1676
Fluticasone Propionate	444036
SMR000075319	2949965
Pifithrin-beta	443278
SPOX1_000823	6729762
396129-53-6	447966
Liquiritigenin Dimethyl Ether	5271544
SC-10	5175
CHEMBL2132580	54618126
LDN 193189	25195294
Dichlorobenzamil	114771
Fenpiverinium	71490
Gly-Gly-Palo	172813
MK-2206	24964624
Ceforanide	43507
MLS003128821	46903784
Phenyl Biguanide	4780
6B-Hydroxy-3-tropinone	12348316
Mebeverine	4031
1268524-70-4	46907787
Cyclopenthiazide	2904
PRESTWICK3_000866	23760137
CHEMBL330274	5311191
BRD-K71451869-001-01-2	73707616
KUC104337	44631078
Caffeine	2519
NCGC00170189-01	24868572
CHEMBL2131454	44507272
CHEMBL3182377	54654086
Meclofenoxate	4039
CHEMBL1495595	44142048
MLS003649973	53382636
Methazolamide	4100
Oxymetholone	5281034
356094-07-0	2851120
F0014-0057	3290072
Carbofuran	2566
Lonafarnib	148195
SCHEMBL17515404	70680411
Sulindac	1548887
Itrazole	3793
Benactyzine	9330
Betrixaban	10275777
MLS003129369	44493572
Lisinopril	5362119
BSPBIO_001530	6610319
8,10-Dimethyl-4-(2-methylphenyl)-3,4-dihydro-1H-pyrido[3',2':4,5]thieno[3,2-e][1,4]diazepine-2,5-dione	2817045
Heliomycin	135430323
MLS000763523	5707818
CHEMBL2144846	54618609
HMS3268H18	40469923
CHEMBL2140815	44506659
ST092379	2191501
Fenipentol	3338
salsoline	46695
Naltrindole	5497186
CEP-32496	56846693
SB 200646	126769
SB590885	135421339
RS-17053	3894573
Tyrphostin AG-1296	2049
STK366994	4602050
PD 102807	4995951
CHEMBL566283	44142046
Diazepam	3016
59826-53-8	566661
Suberohydroxamic acid	5173
Bacampicilline	441397
Mestranol	6291
BG45	16773791
KUC107191N	51360697
MLS-0425579.0001	5346285
Mercaptopurine	667490
BMS-509744	11467730
SCHEMBL13991002	73707377
CHEMBL1609153	650899
CHEMBL569102	44818131
RUTIN	5280805
Phenelzine	3675
BRD-K90543092-001-01-2	73707415
Chloromycetny	5959
MLS001060821	24747148
Moclobemide	4235
PF477736	135565545
Bulleyaconitine-A	159311
Benzo[E]Pyrene	9128
(-)-Chlorpheniramine	716121
CHEMBL1591577	44223973
MLS002460410	25105719
52490-15-0	96670
Tubocurarine	6000
ITRACONAZOLE HYDROCHLORIDE	11434139
BRN 0893050	3953
NSC673332	5466054
MLS-0390943.0001	25199536
Rhodomyrtoxin B	3270699
16Beta-hydroxydisitoxigenin	348482
N,N-Hexamethyleneamiloride	1794
Pargyline	4688
LY2157299	10090485
LY2801653	44603533
84215-10-1	4306
SCHEMBL13533329	11647989
MLS003129629	44505394
HG-14-10-04	56655374
MLS000564806	3516032
Volasertib (BI 6727)	10461508
CHEMBL2143638	44506661
Glycopyrrolate	11693
Genistein	5280961
UREA	1176
Voglibose	444020
HC-030031	1150897
MLS003129190	44505195
SPECTRUM_000715	6708600
Carbamazepine	2554
Triazolothiadiazine, 35	44142097
Triazolothiadiazine, 36	44142101
2'-Deoxycytidine (hydrochloride)	107488
Triazolothiadiazine, 30	44142096
Triazolothiadiazine, 31	44142100
VU0420364-1	46897843
EX-8678	52914946
BRD-K82481048-001-01-0	7061270
Desloratadine	124087
Hydrastinine	3638
BIO2_000040	6610303
ST50050407	6401129
CHEMBL1270705	2017368
CHEMBL1270704	44142084
CHEMBL1270707	44460133
CHEMBL1270706	44460132
Berberine	2353
Zalcitabine	24066
MLS001203652	1417813
MLS002264507	44142161
Vincamine	15376
NCGC00024919-01	6604789
CHEMBL2130683	44507332
MLS003128710	44502468
MLS003128716	44504318
MLS003128718	44494388
MLS003128719	44502708
PF-04691502	25033539
ML167	44968231
ML162	3689413
352208-42-5	590894
Scandenin	54676535
RHC80267	5063
CHEMBL12760	10379137
CHEMBL2357745	44507983
Piracetam	4843
CHEMBL2355522	60185005
BRD-8899	53245473
Icosapent	446284
Mnitmt	364622
UNC-0321	46901937
Picotamide	4814
SCHEMBL17783969	60189883
SCHEMBL17783967	60187614
BRD-K16274875-019-01-0	60185283
Beta CCP	123662
MGCD-265	24901704
PF-04449913	25166913
Diperodon	10831
CHEMBL2002102	44488207
CHEMBL97698	2894
Dabrafenib	44462760
3,6-Diphenyl-1,2,4-triazin-5-yl methyl ether	6404603
ALD1-H_000967	23807491
BRD-K43528099-019-01-6	60185176
MIGLITOL	441314
Tryptoline	107838
RO-154513	5081
F1822-0459	7202911
Vidofludimus	9820008
SUGA2_000361	24031043
N-{3-[2-(4-Methyl-pyridin-2-ylamino)-thiazol-4-yl]-phenyl}-acetamide	1092458
Dienogest	68861
CHEMBL2358923	54637699
Amifostine	2141
Nafronyl	4417
CEPHARANTHINE	10206
GSK-1904529A	25124816
BRD-K69841970-001-01-4	44488050
Azithromycin	447043
7-Nitroindazole	1893
CHEMBL1357018	3234998
MLS003221391	42288155
TyrphostinAG835	5328769
Homochlorcyclizine	3627
Propranolol	4946
SMR000217164	1637653
TRAP-101	11494970
CAY10603	24951314
Bicalutamide	2375
E-Doxepin	667477
CHEMBL2361312	54637999
Brivanib	11234052
CHEMBL3189080	44487505
Marimastat	119031
CHEMBL2354737	54666569
KUC104131	44602406
KUC104133	44602404
KUC104132	44602405
KUC104135	44607586
Rizatriptan	5078
Tegobuvir	23649154
MLS003128966	46904091
pancuronium	441289
MLS-0390932.0001	25181240
3-(4-Pyridyl)indole	644354
