drug	repurpose	origin	min_check
MIDOSTAURIN	KIRC	Oncology	0
CARBOPLATIN	KIRC	Oncology	0
VINCRISTINE	KIRC	Oncology	0
CYTARABINE	KIRC	Oncology	0
STREPTOZOCIN	KIRC	Oncology	0
IDELALISIB	KIRC	Oncology	0
COPANLISIB	KIRC	Oncology	0
PIMECROLIMUS	KIRC	Dermatology/Plastic surgery	0
RAPAMYCIN	KIRC	Immunology/Infectious disease | Nephrology/Urology	0
METFORMIN	KIRC	Endocrinology	0
5-FLUOROURACIL	KIRC	Oncology | Dermatology/Plastic surgery	0
OXALIPLATIN	KIRC	Oncology	0
PACLITAXEL	KIRC	Oncology	0
CYCLOPHOSPHAMIDE	KIRC	Oncology | Nephrology/Urology	0
DOCETAXEL	KIRC	Oncology	0
GEMCITABINE	KIRC	Oncology	0
PEMETREXED	KIRC	Oncology	0
DASATINIB	KIRC	Oncology	0
REGORAFENIB	KIRC	Oncology	0
VANDETANIB	KIRC	Oncology	0
DOXORUBICIN	KIRC	Oncology	0
CETUXIMAB	KIRC	Oncology	0
TRASTUZUMAB	KIRC	Oncology	0
RITUXIMAB	KIRC	Oncology	0
HALOPERIDOL	KIRC	Psychiatry/Psychology	0
PROGESTERONE	KIRC	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	KIRC	Oncology	0
IBRUTINIB	KIRC	Oncology	0
VORINOSTAT	KIRC	Oncology	0
PANOBINOSTAT	KIRC	Oncology	0
VALPROIC ACID	KIRC	Neurology | Psychiatry/Psychology	0
SODIUM 4-PHENYLBUTYRATE	KIRC	Hematology	0
BORTEZOMIB	KIRC	Oncology	0
RUXOLITINIB	KIRC	Oncology	0
ERLOTINIB HYDROCHLORIDE	KIRC	Oncology	0
IBUPROFEN	KIRC	Pain management	0
PROPYLTHIOURACIL	KIRC	Endocrinology	0
MITOMYCIN C	KIRC	Oncology	0
CAPECITABINE	KIRC	Oncology	0
METHOTREXATE	KIRC	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
RIBOCICLIB	KIRC	Oncology	0
TRAMETINIB	KIRC	Oncology	0
COBIMETINIB	KIRC	Oncology	0
PANITUMUMAB	KIRC	Oncology	0
VEMURAFENIB	KIRC	Oncology	0
PALBOCICLIB	KIRC	Oncology	0
AZD-9291	KIRC	Oncology	0
GEFITINIB	KIRC	Oncology	0
DABRAFENIB	KIRC	Oncology	0
AFATINIB	KIRC	Oncology	0
ABEMACICLIB	KIRC	Oncology	0
RALOXIFENE	KIRC	Musculoskeletal | Oncology	0
TARENFLURBIL	KIRC	Pain management | Musculoskeletal	0
ABT-199	KIRC	Oncology	0
NICOTINE	KIRC	Psychiatry/Psychology	0
METHIMAZOLE	KIRC	Endocrinology	0
TAMOXIFEN	KIRC	Oncology	0
CRIZOTINIB	KIRC	Oncology	0
DEHYDROEPIANDROSTERONE	KIRC	Obstetrics/Gynecology	0
ERLOTINIB	KIRC	Oncology	0
URSODEOXYCHOLIC ACID	KIRC	Gastroenterology	0
SULINDAC	KIRC	Pain management | Musculoskeletal	0
DECITABINE	KIRC	Hematology	0
OLAPARIB	KIRC	Oncology	0
RUCAPARIB	KIRC	Oncology	0
NIRAPARIB	KIRC	Oncology	0
ENALAPRIL	KIRC	Cardiology/Vascular disease	0
CLADRIBINE	KIRC	Oncology	0
FLUDARABINE	KIRC	Oncology	0
ETOPOSIDE	KIRC	Oncology	0
TRIFLUOPERAZINE	KIRC	Psychiatry/Psychology	0
DAUNORUBICIN	KIRC	Oncology	0
ALECTINIB	KIRC	Oncology	1
BRIGATINIB	KIRC	Oncology	0
TOPOTECAN	KIRC	Oncology	0
DURVALUMAB	KIRC	Oncology	0
LETROZOLE	KIRC	Oncology	0
TEMOZOLOMIDE	KIRC	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	KIRC	Oncology	0
FULVESTRANT	KIRC	Oncology	0
CABOZANTINIB	KIRC	Oncology	0
AFATINIB DIMALEATE	KIRC	Oncology	0
AZD-9291 MESYLATE	KIRC	Oncology	0
LAPATINIB	KIRC	Oncology	0
PRAMLINTIDE	KIRC	Endocrinology	0
EPIRUBICIN	KIRC	Oncology	0
METHYLPREDNISOLONE	KIRC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
RIFABUTIN	KIRC	Immunology/Infectious disease	0
IFOSFAMIDE	KIRC	Oncology	0
LITHIUM CARBONATE	KIRC	Psychiatry/Psychology	0
MILTEFOSINE	KIRC	Immunology/Infectious disease	0
NERATINIB	KIRC	Oncology	0
FLOXURIDINE	KIRC	Oncology	0
PERTUZUMAB	KIRC	Oncology	0
PEGAPTANIB	KIRC	Ophthalmology	1
6-AMINOHEXANOIC ACID	KIRC	Hematology	0
NECITUMUMAB	KIRC	Oncology	0
LAPATINIB DITOSYLATE	KIRC	Oncology	0
VISMODEGIB	KIRC	Oncology	0
THIOTEPA	KIRC	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	KIRC	Dermatology/Plastic surgery	1
PONATINIB HYDROCHLORIDE	KIRC	Oncology	1
923288-90-8	KIRC	Oncology	0
ENZALUTAMIDE	KIRC	Oncology	0
ABIRATERONE	KIRC	Oncology	0
TRABECTEDIN	KIRC	Oncology	0
TRIHEXYPHENIDYL	KIRC	Neurology	0
CYCLOPENTOLATE	KIRC	Ophthalmology	0
TROSPIUM	KIRC	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	KIRC	Neurology	0
INSULIN GLARGINE	KIRC	Endocrinology	1
MECASERMIN	KIRC	Endocrinology	1
ZINC CHLORIDE	KIRC	Nutraceutical	0
TRIFLURIDINE	KIRC	Immunology/Infectious disease | Ophthalmology	0
EDARAVONE	KIRC	Musculoskeletal	1
INSULIN ASPART	KIRC	Endocrinology	1
INSULIN ASPART PROTAMINE RECOMBINANT	KIRC	Endocrinology	1
INSULIN DETEMIR	KIRC	Endocrinology	1
INSULIN-GLARGINE	KIRC	Endocrinology	1
INSULIN GLARGINE RECOMBINANT	KIRC	Endocrinology	1
CHROMIC CHLORIDE	KIRC	Nutraceutical	1
INSULIN DEGLUDEC	KIRC	Endocrinology	1
INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	KIRC	Endocrinology	1
INSULIN LISPRO	KIRC	Endocrinology	1
DIMETHYL FUMARATE	KIRC	Neurology	0
IRINOTECAN	LGG	Oncology	0
ETHANOL	LGG	Neurology	0
MIDOSTAURIN	LGG	Oncology	0
CARBOPLATIN	LGG	Oncology	0
RETINOIC ACID	LGG	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	LGG	Oncology	0
CYTARABINE	LGG	Oncology	0
STREPTOZOCIN	LGG	Oncology	0
IDELALISIB	LGG	Oncology	0
COPANLISIB	LGG	Oncology	0
RAPAMYCIN	LGG	Immunology/Infectious disease | Nephrology/Urology	0
TEMSIROLIMUS	LGG	Oncology	0
METFORMIN	LGG	Endocrinology	0
PAZOPANIB	LGG	Oncology	0
5-FLUOROURACIL	LGG	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	LGG	Oncology	0
OXALIPLATIN	LGG	Oncology	0
VINORELBINE	LGG	Oncology	0
PACLITAXEL	LGG	Oncology	0
CYCLOPHOSPHAMIDE	LGG	Oncology | Nephrology/Urology	0
DOCETAXEL	LGG	Oncology	0
GEMCITABINE	LGG	Oncology	0
PEMETREXED	LGG	Oncology	0
DASATINIB	LGG	Oncology	0
REGORAFENIB	LGG	Oncology	0
VANDETANIB	LGG	Oncology	0
DOXORUBICIN	LGG	Oncology	0
CETUXIMAB	LGG	Oncology	0
TRASTUZUMAB	LGG	Oncology	0
RITUXIMAB	LGG	Oncology	0
HALOPERIDOL	LGG	Psychiatry/Psychology	0
PROGESTERONE	LGG	Endocrinology | Obstetrics/Gynecology	0
PONATINIB	LGG	Oncology	0
ACALABRUTINIB	LGG	Oncology	0
IBRUTINIB	LGG	Oncology	0
VORINOSTAT	LGG	Oncology	0
PANOBINOSTAT	LGG	Oncology	0
BORTEZOMIB	LGG	Oncology	0
5-AZACYTIDINE	LGG	Oncology	0
ERLOTINIB HYDROCHLORIDE	LGG	Oncology	0
ISOPROTERENOL	LGG	Pulmonary/Respiratory disease	0
PROPYLTHIOURACIL	LGG	Endocrinology	0
VINBLASTINE	LGG	Oncology	0
PEMBROLIZUMAB	LGG	Oncology	0
DEXAMETHASONE	LGG	Ophthalmology	0
MITOMYCIN C	LGG	Oncology	0
CAPECITABINE	LGG	Oncology	0
METHOTREXATE	LGG	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
NITROGLYCERIN	LGG	Cardiology/Vascular disease | Gastroenterology	0
RIBOCICLIB	LGG	Oncology	0
TRAMETINIB	LGG	Oncology	0
COBIMETINIB	LGG	Oncology	0
ATEZOLIZUMAB	LGG	Oncology	0
PANITUMUMAB	LGG	Oncology	0
SORAFENIB	LGG	Oncology	0
VEMURAFENIB	LGG	Oncology	0
LENVATINIB	LGG	Oncology	0
PALBOCICLIB	LGG	Oncology	0
AZD-9291	LGG	Oncology	0
GEFITINIB	LGG	Oncology	0
DABRAFENIB	LGG	Oncology	0
AFATINIB	LGG	Oncology	0
ABEMACICLIB	LGG	Oncology	0
RALOXIFENE	LGG	Musculoskeletal | Oncology	0
TARENFLURBIL	LGG	Pain management | Musculoskeletal	0
ABT-199	LGG	Oncology	0
HYDROCORTISONE	LGG	Dermatology/Plastic surgery	0
METHIMAZOLE	LGG	Endocrinology	0
PREDNISOLONE	LGG	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	LGG	Oncology	0
IMATINIB	LGG	Oncology	0
CRIZOTINIB	LGG	Oncology	0
DEHYDROEPIANDROSTERONE	LGG	Obstetrics/Gynecology	0
NILOTINIB	LGG	Oncology	0
ERLOTINIB	LGG	Oncology	0
BOSUTINIB	LGG	Oncology	0
URSODEOXYCHOLIC ACID	LGG	Gastroenterology	0
SULINDAC	LGG	Pain management | Musculoskeletal	0
DECITABINE	LGG	Hematology	0
OLAPARIB	LGG	Oncology	0
RUCAPARIB	LGG	Oncology	0
NIRAPARIB	LGG	Oncology	0
ENALAPRIL	LGG	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	LGG	Oncology	0
CLADRIBINE	LGG	Oncology	1
CLOFARABINE	LGG	Oncology	0
FLUDARABINE	LGG	Oncology	1
GEMCITABINE HYDROCHLORIDE	LGG	Oncology	0
NETARSUDIL	LGG	Ophthalmology	0
ETOPOSIDE	LGG	Oncology	0
ERISMODEGIB	LGG	Oncology	0
TRIFLUOPERAZINE	LGG	Psychiatry/Psychology	0
DAUNORUBICIN	LGG	Oncology	0
ALECTINIB	LGG	Oncology	1
BRIGATINIB	LGG	Oncology	0
TOPOTECAN	LGG	Oncology	0
DURVALUMAB	LGG	Oncology	0
NIVOLUMAB	LGG	Oncology	0
LETROZOLE	LGG	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	LGG	Oncology	0
LIDOCAINE	LGG	Pain management	0
FULVESTRANT	LGG	Oncology	0
CABOZANTINIB	LGG	Oncology	0
AFATINIB DIMALEATE	LGG	Oncology	0
AZD-9291 MESYLATE	LGG	Oncology	0
LAPATINIB	LGG	Oncology	0
PRAMLINTIDE	LGG	Endocrinology	0
SUNITINIB	LGG	Oncology	0
EPIRUBICIN	LGG	Oncology	0
METHYLPREDNISOLONE	LGG	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	LGG	Oncology	0
MILTEFOSINE	LGG	Immunology/Infectious disease	0
NERATINIB	LGG	Oncology	0
FLOXURIDINE	LGG	Oncology	0
PERTUZUMAB	LGG	Oncology	0
GANCICLOVIR	LGG	Immunology/Infectious disease	0
RAMUCIRUMAB	LGG	Oncology	0
ITRACONAZOLE	LGG	Immunology/Infectious disease	0
NECITUMUMAB	LGG	Oncology	0
LAPATINIB DITOSYLATE	LGG	Oncology	0
RIBOCICLIB SUCCINATE	LGG	Oncology	0
VISMODEGIB	LGG	Oncology	0
THIOTEPA	LGG	Immunology/Infectious disease | Oncology	0
MIGLUSTAT	LGG	Storage disease	0
ELIGLUSTAT TARTRATE	LGG	Storage disease	0
5-AMINOLEVULINIC ACID	LGG	Dermatology/Plastic surgery	1
ASPARAGINASE	LGG	Oncology	0
ENZALUTAMIDE	LGG	Oncology	0
ABIRATERONE	LGG	Oncology	0
TRABECTEDIN	LGG	Oncology	0
BENZTROPINE MESYLATE	LGG	Neurology	0
TRIHEXYPHENIDYL	LGG	Neurology	0
CYCLOPENTOLATE	LGG	Ophthalmology	0
TROSPIUM	LGG	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	LGG	Neurology	0
INSULIN GLARGINE	LGG	Endocrinology	1
MECASERMIN	LGG	Endocrinology	1
ATOVAQUONE	LGG	Immunology/Infectious disease	0
ZINC CHLORIDE	LGG	Nutraceutical	0
TRIFLURIDINE	LGG	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	LGG	Immunology/Infectious disease	0
EDARAVONE	LGG	Musculoskeletal	0
DIMETHYL FUMARATE	LGG	Neurology	1
RASAGILINE	LGG	Neurology	0
SELEGILINE HYDROCHLORIDE	LGG	Neurology | Psychiatry/Psychology	0
RASAGILINE MESYLATE	LGG	Neurology	0
SAFINAMIDE MESYLATE	LGG	Neurology	0
LORCASERIN HYDROCHLORIDE	LGG	Gastroenterology	1
LOVASTATIN ACID	LGG	Cardiology/Vascular disease	0
IRINOTECAN	LIHC	Oncology	0
ETHANOL	LIHC	Neurology	0
MIDOSTAURIN	LIHC	Oncology	0
CARBOPLATIN	LIHC	Oncology	0
RETINOIC ACID	LIHC	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	LIHC	Oncology	0
CYTARABINE	LIHC	Oncology	0
STREPTOZOCIN	LIHC	Oncology	0
IDELALISIB	LIHC	Oncology	0
COPANLISIB	LIHC	Oncology	0
RAPAMYCIN	LIHC	Immunology/Infectious disease | Nephrology/Urology	0
EVEROLIMUS	LIHC	Immunology/Infectious disease | Nephrology/Urology | Oncology	0
TEMSIROLIMUS	LIHC	Oncology	0
METFORMIN	LIHC	Endocrinology	0
PAZOPANIB	LIHC	Oncology	0
5-FLUOROURACIL	LIHC	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	LIHC	Oncology	0
OXALIPLATIN	LIHC	Oncology	0
VINORELBINE	LIHC	Oncology	0
PACLITAXEL	LIHC	Oncology	0
CYCLOPHOSPHAMIDE	LIHC	Oncology | Nephrology/Urology	0
DOCETAXEL	LIHC	Oncology	0
CISPLATIN	LIHC	Oncology	0
GEMCITABINE	LIHC	Oncology	0
PEMETREXED	LIHC	Oncology	0
L-ASCORBIC ACID	LIHC	Nutraceutical	0
LITHIUM	LIHC	Psychiatry/Psychology	0
CELECOXIB	LIHC	Pain management	0
DASATINIB	LIHC	Oncology	0
VANDETANIB	LIHC	Oncology	0
DOXORUBICIN	LIHC	Oncology	0
BROMOCRIPTINE	LIHC	Endocrinology | Neurology	0
INDOMETHACIN	LIHC	Pain management | Musculoskeletal	0
HEPARIN	LIHC	Hematology	0
CYCLOSPORIN A	LIHC	Immunology/Infectious disease | Ophthalmology	0
CETUXIMAB	LIHC	Oncology	0
TRASTUZUMAB	LIHC	Oncology	0
RITUXIMAB	LIHC	Oncology	0
HALOPERIDOL	LIHC	Psychiatry/Psychology	0
PONATINIB	LIHC	Oncology	0
IBRUTINIB	LIHC	Oncology	0
VORINOSTAT	LIHC	Oncology	0
PANOBINOSTAT	LIHC	Oncology	0
ROMIDEPSIN	LIHC	Oncology	0
VALPROIC ACID	LIHC	Neurology | Psychiatry/Psychology	0
SODIUM 4-PHENYLBUTYRATE	LIHC	Hematology	0
IXAZOMIB CITRATE	LIHC	Oncology	1
BORTEZOMIB	LIHC	Oncology	0
CARFILZOMIB	LIHC	Oncology	1
RUXOLITINIB	LIHC	Oncology	0
5-AZACYTIDINE	LIHC	Oncology	0
ROSIGLITAZONE	LIHC	Endocrinology	0
ACETAMINOPHEN	LIHC	Pain management	0
ASPIRIN	LIHC	Pain management | Cardiology/Vascular disease	0
NAPROXEN	LIHC	Pain management	0
PROPYLTHIOURACIL	LIHC	Endocrinology	0
VINBLASTINE	LIHC	Oncology	0
IRBESARTAN	LIHC	Cardiology/Vascular disease	0
ARSENIC TRIOXIDE	LIHC	Oncology	0
DEXAMETHASONE	LIHC	Ophthalmology	0
MITOMYCIN C	LIHC	Oncology	0
CAPECITABINE	LIHC	Oncology	0
METHOTREXATE	LIHC	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
AXITINIB	LIHC	Oncology	0
RIBOCICLIB	LIHC	Oncology	0
TRAMETINIB	LIHC	Oncology	0
COBIMETINIB	LIHC	Oncology	0
PANITUMUMAB	LIHC	Oncology	0
SORAFENIB	LIHC	Oncology	0
VEMURAFENIB	LIHC	Oncology	0
LENVATINIB	LIHC	Oncology	0
PALBOCICLIB	LIHC	Oncology	0
AZD-9291	LIHC	Oncology	0
GEFITINIB	LIHC	Oncology	0
DABRAFENIB	LIHC	Oncology	0
AFATINIB	LIHC	Oncology	0
ABEMACICLIB	LIHC	Oncology	0
RALOXIFENE	LIHC	Musculoskeletal | Oncology	0
TARENFLURBIL	LIHC	Pain management | Musculoskeletal	0
ABT-199	LIHC	Oncology	0
HYDROCORTISONE	LIHC	Dermatology/Plastic surgery	0
SIMVASTATIN	LIHC	Hematology	0
NICOTINE	LIHC	Psychiatry/Psychology	0
ATORVASTATIN	LIHC	Cardiology/Vascular disease	0
METHIMAZOLE	LIHC	Endocrinology	0
PREDNISOLONE	LIHC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	LIHC	Oncology	0
IMATINIB	LIHC	Oncology	0
CRIZOTINIB	LIHC	Oncology	0
DEHYDROEPIANDROSTERONE	LIHC	Obstetrics/Gynecology	0
NILOTINIB	LIHC	Oncology	0
ERLOTINIB	LIHC	Oncology	0
LOVASTATIN	LIHC	Cardiology/Vascular disease	0
URSODEOXYCHOLIC ACID	LIHC	Gastroenterology	0
LENALIDOMIDE	LIHC	Oncology	0
SULINDAC	LIHC	Pain management | Musculoskeletal	0
DECITABINE	LIHC	Hematology	0
OLAPARIB	LIHC	Oncology	0
RUCAPARIB	LIHC	Oncology	0
NIRAPARIB	LIHC	Oncology	0
ENALAPRIL	LIHC	Cardiology/Vascular disease	0
FLUDARABINE PHOSPHATE	LIHC	Oncology	0
CLADRIBINE	LIHC	Oncology	0
CLOFARABINE	LIHC	Oncology	0
FLUDARABINE	LIHC	Oncology	1
GEMCITABINE HYDROCHLORIDE	LIHC	Oncology	0
NETARSUDIL	LIHC	Ophthalmology	0
ETOPOSIDE	LIHC	Oncology	0
VITAMIN E	LIHC	Nutraceutical	0
CHOLESTYRAMINE	LIHC	Hematology	0
FENOFIBRATE	LIHC	Hematology	0
NEVIRAPINE	LIHC	Immunology/Infectious disease	0
PRAVASTATIN	LIHC	Cardiology/Vascular disease	0
TRIFLUOPERAZINE	LIHC	Psychiatry/Psychology	0
MIPOMERSEN	LIHC	Hematology	0
DAUNORUBICIN	LIHC	Oncology	0
IDARUBICIN	LIHC	Oncology	0
ALECTINIB	LIHC	Oncology	0
TOPOTECAN	LIHC	Oncology	0
LETROZOLE	LIHC	Oncology	0
RIFAMPICIN	LIHC	Immunology/Infectious disease	0
TEMOZOLOMIDE	LIHC	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	LIHC	Oncology	0
IXABEPILONE	LIHC	Oncology	0
INSULIN HUMAN	LIHC	Endocrinology	0
CAPSAICIN	LIHC	Immunology/Infectious disease | Neurology | Pain management	0
FLUTAMIDE	LIHC	Oncology	0
FULVESTRANT	LIHC	Oncology	0
CABOZANTINIB	LIHC	Oncology	0
MELPHALAN	LIHC	Oncology	0
LOMUSTINE	LIHC	Oncology	0
AFATINIB DIMALEATE	LIHC	Oncology	0
AZD-9291 MESYLATE	LIHC	Oncology	0
LAPATINIB	LIHC	Oncology	0
PRAMLINTIDE	LIHC	Endocrinology	0
SUNITINIB	LIHC	Oncology	0
EPIRUBICIN	LIHC	Oncology	0
UREA	LIHC	Dermatology/Plastic surgery	0
METHYLPREDNISOLONE	LIHC	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
IFOSFAMIDE	LIHC	Oncology	0
CEFOTAXIME	LIHC	Immunology/Infectious disease	0
MILTEFOSINE	LIHC	Immunology/Infectious disease	0
NERATINIB	LIHC	Oncology	0
PERTUZUMAB	LIHC	Oncology	0
GADOBENIC ACID	LIHC	Diagnostic agent	0
IODIPAMIDE	LIHC	Diagnostic agent	0
METHOTREXATE SODIUM	LIHC	Oncology | Dermatology/Plastic surgery | Musculoskeletal	0
ERIBULIN	LIHC	Oncology	1
PEGAPTANIB	LIHC	Ophthalmology	1
NECITUMUMAB	LIHC	Oncology	0
LAPATINIB DITOSYLATE	LIHC	Oncology	0
RIBOCICLIB SUCCINATE	LIHC	Oncology	0
VISMODEGIB	LIHC	Oncology	0
THIOTEPA	LIHC	Immunology/Infectious disease | Oncology	0
5-AMINOLEVULINIC ACID	LIHC	Dermatology/Plastic surgery	0
ASPARAGINASE	LIHC	Oncology	0
TRABECTEDIN	LIHC	Oncology	0
TRIHEXYPHENIDYL	LIHC	Neurology	0
CYCLOPENTOLATE	LIHC	Ophthalmology	0
TROSPIUM	LIHC	Nephrology/Urology	0
TRIHEXYPHENIDYL HYDROCHLORIDE	LIHC	Neurology	0
ZINC CHLORIDE	LIHC	Nutraceutical	0
TRIFLURIDINE	LIHC	Immunology/Infectious disease | Ophthalmology	0
PEGADEMASE BOVINE	LIHC	Immunology/Infectious disease	0
EDARAVONE	LIHC	Musculoskeletal	0
DIMETHYL FUMARATE	LIHC	Neurology	0
LOVASTATIN ACID	LIHC	Cardiology/Vascular disease	0
IRINOTECAN	LUAD	Oncology	0
ETHANOL	LUAD	Neurology	0
MIDOSTAURIN	LUAD	Oncology	0
RETINOIC ACID	LUAD	Dermatology/Plastic surgery | Oncology	0
VINCRISTINE	LUAD	Oncology	0
CYTARABINE	LUAD	Oncology	0
STREPTOZOCIN	LUAD	Oncology	0
IDELALISIB	LUAD	Oncology	0
COPANLISIB	LUAD	Oncology	0
RAPAMYCIN	LUAD	Immunology/Infectious disease | Nephrology/Urology	0
TEMSIROLIMUS	LUAD	Oncology	0
METFORMIN	LUAD	Endocrinology	0
PAZOPANIB	LUAD	Oncology	0
5-FLUOROURACIL	LUAD	Oncology | Dermatology/Plastic surgery	0
6-MERCAPTOPURINE	LUAD	Oncology	0
OXALIPLATIN	LUAD	Oncology	0
CYCLOPHOSPHAMIDE	LUAD	Oncology | Nephrology/Urology	0
CELECOXIB	LUAD	Pain management	0
DASATINIB	LUAD	Oncology	0
REGORAFENIB	LUAD	Oncology	0
VANDETANIB	LUAD	Oncology	0
DOXORUBICIN	LUAD	Oncology	0
CYCLOSPORIN A	LUAD	Immunology/Infectious disease | Ophthalmology	0
CETUXIMAB	LUAD	Oncology	0
TRASTUZUMAB	LUAD	Oncology	0
RITUXIMAB	LUAD	Oncology	0
HALOPERIDOL	LUAD	Psychiatry/Psychology	0
PONATINIB	LUAD	Oncology	0
ACALABRUTINIB	LUAD	Oncology	0
IBRUTINIB	LUAD	Oncology	0
VORINOSTAT	LUAD	Oncology	0
PANOBINOSTAT	LUAD	Oncology	0
ROMIDEPSIN	LUAD	Oncology	0
VALPROIC ACID	LUAD	Neurology | Psychiatry/Psychology	0
SODIUM 4-PHENYLBUTYRATE	LUAD	Hematology	0
BORTEZOMIB	LUAD	Oncology	0
PROPYLTHIOURACIL	LUAD	Endocrinology	0
VINBLASTINE	LUAD	Oncology	0
DEXAMETHASONE	LUAD	Ophthalmology	0
MITOMYCIN C	LUAD	Oncology	0
CAPECITABINE	LUAD	Oncology	0
ACARBOSE	LUAD	Endocrinology	0
NITROGLYCERIN	LUAD	Cardiology/Vascular disease | Gastroenterology	0
RIBOCICLIB	LUAD	Oncology	0
COBIMETINIB	LUAD	Oncology	0
PANITUMUMAB	LUAD	Oncology	0
SORAFENIB	LUAD	Oncology	0
VEMURAFENIB	LUAD	Oncology	0
LENVATINIB	LUAD	Oncology	0
PALBOCICLIB	LUAD	Oncology	0
AZD-9291	LUAD	Oncology	0
DABRAFENIB	LUAD	Oncology	0
ABEMACICLIB	LUAD	Oncology	0
RALOXIFENE	LUAD	Musculoskeletal | Oncology	0
TARENFLURBIL	LUAD	Pain management | Musculoskeletal	0
ABT-199	LUAD	Oncology	0
METHIMAZOLE	LUAD	Endocrinology	0
PREDNISOLONE	LUAD	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
TAMOXIFEN	LUAD	Oncology	0
IMATINIB	LUAD	Oncology	0
DEHYDROEPIANDROSTERONE	LUAD	Obstetrics/Gynecology	0
NILOTINIB	LUAD	Oncology	0
BOSUTINIB	LUAD	Oncology	0
URSODEOXYCHOLIC ACID	LUAD	Gastroenterology	0
LENALIDOMIDE	LUAD	Oncology	0
SULINDAC	LUAD	Pain management | Musculoskeletal	0
DECITABINE	LUAD	Hematology	0
OLAPARIB	LUAD	Oncology	0
RUCAPARIB	LUAD	Oncology	0
NIRAPARIB	LUAD	Oncology	0
ENALAPRIL	LUAD	Cardiology/Vascular disease	0
FLUDARABINE	LUAD	Oncology	0
NETARSUDIL	LUAD	Ophthalmology	0
ETOPOSIDE	LUAD	Oncology	0
ERISMODEGIB	LUAD	Oncology	0
TRIFLUOPERAZINE	LUAD	Psychiatry/Psychology	0
DAUNORUBICIN	LUAD	Oncology	0
IDARUBICIN	LUAD	Oncology	0
LETROZOLE	LUAD	Oncology	0
TEMOZOLOMIDE	LUAD	Oncology	0
ADO-TRASTUZUMAB EMTANSINE	LUAD	Oncology	0
IXABEPILONE	LUAD	Oncology	0
LIDOCAINE	LUAD	Pain management	0
INSULIN HUMAN	LUAD	Endocrinology	0
CAPSAICIN	LUAD	Immunology/Infectious disease | Neurology | Pain management	0
FULVESTRANT	LUAD	Oncology	0
CABOZANTINIB	LUAD	Oncology	0
AZD-9291 MESYLATE	LUAD	Oncology	0
LAPATINIB	LUAD	Oncology	0
PRAMLINTIDE	LUAD	Endocrinology	0
SUNITINIB	LUAD	Oncology	0
PIOGLITAZONE HYDROCHLORIDE	LUAD	Endocrinology	0
ROSIGLITAZONE MALEATE	LUAD	Endocrinology	0
SORAFENIB TOSYLATE	LUAD	Oncology	0
EPIRUBICIN	LUAD	Oncology	0
UREA	LUAD	Dermatology/Plastic surgery	0
METHYLPREDNISOLONE	LUAD	Ophthalmology | Immunology/Infectious disease | Gastroenterology | Nephrology/Urology | Hematology | Dermatology/Plastic surgery | Endocrinology | Neurology | Pulmonary/Respiratory disease | Musculoskeletal	0
RIFABUTIN	LUAD	Immunology/Infectious disease	0
IFOSFAMIDE	LUAD	Oncology	0
MILTEFOSINE	LUAD	Immunology/Infectious disease	0
NERATINIB	LUAD	Oncology	0
FLOXURIDINE	LUAD	Oncology	0
